2.8 	2.90 	12.00 
3.0 	5.35 	19.00 
3.2 	7.65 	25.50 
3.4 	9.60 	32.00 
3.6 	5.20 	39.50 
3.8 	25.50 	50.00 
4.0 	12.50 	57.00 
4.2 	22.00 	43.50 
4.4 	23.50 	46.00 
4.6 	25.50 	46.00 
4.8 	26.50 	44.00 
5.0 	26.00 	42.50 
5.2 	25.00 	42.50 
5.4 	25.50 	42.50 
5.6 	24.00 	41.50 
5.8 	24.00 	41.00 
6.0 	25.50 	44.50 
6.2 	23.50 	38.50 
6.4 	23.00 	39.50 
6.6 	21.00 	32.50 
6.8 	22.50 	33.50 
7.0 	23.00 	33.50 
7.2 	23.00 	33.50 
7.4 	23.00 	34.50 
7.6 	25.00 	39.50 
7.8 	24.00 	36.50 
8.0 	21.50 	29.50 
8.2 	19.50 	28.00 
8.4 	19.50 	31.50 
8.6 	15.50 	28.50 
8.8 	18.50 	27.00 
9.0 	18.50 	26.00 
9.2 	17.50 	24.50 
9.4 	17.50 	25.50 
9.6 	19.50 	28.50 
9.8 	18.50 	37.50 
