2.8 	10.2 	36.5 
3.0 	15.5 	49.5 
3.2 	19.5 	55.0 
3.4 	20.5 	51.5 
3.6 	17.5 	41.0 
3.8 	25.5 	55.5 
4.0 	22.0 	44.0 
4.2 	23.5 	47.0 
4.4 	23.5 	46.5 
4.6 	22.5 	41.5 
4.8 	22.5 	39.5 
5.0 	22.5 	42.5 
5.2 	22.5 	41.5 
5.4 	22.0 	43.0 
5.6 	22.0 	43.0 
5.8 	23.0 	40.5 
6.0 	23.5 	41.5 
6.2 	23.5 	43.5 
6.4 	22.5 	41.0 
6.6 	18.0 	29.0 
6.8 	15.5 	24.0 
7.0 	16.5 	28.0 
7.2 	18.5 	26.5 
7.4 	17.0 	27.0 
7.6 	17.5 	28.0 
7.8 	19.0 	30.5 
8.0 	20.0 	60.0 
8.2 	22.5 	52.0 
8.4 	21.0 	36.5 
8.6 	21.0 	35.5 
8.8 	17.5 	28.5 
9.0 	18.5 	30.0 
9.2 	19.0 	30.0 
9.4 	21.0 	34.0 
9.6 	21.0 	33.0 
