0.700 	0.380 	1.150 
0.900 	0.450 	1.100 
1.100 	0.300 	0.900 
1.300 	0.300 	0.910 
1.500 	0.310 	0.930 
1.700 	0.320 	0.930 
1.900 	0.350 	0.940 
2.100 	0.400 	0.980 
2.300 	0.400 	1.000 
2.500 	0.400 	0.980 
2.700 	0.440 	1.000 
2.900 	0.480 	1.090 
3.100 	0.470 	1.060 
3.300 	0.510 	1.110 
3.500 	0.510 	1.100 
3.700 	0.550 	1.160 
3.900 	0.570 	1.170 
4.100 	0.690 	1.280 
4.300 	0.730 	1.340 
4.500 	0.740 	1.330 
4.700 	0.750 	1.360 
4.900 	0.800 	1.410 
5.100 	0.830 	1.480 
5.300 	0.850 	1.500 
5.500 	0.900 	1.560 
5.700 	0.910 	1.560 
5.900 	0.920 	1.560 
6.100 	0.910 	1.540 
6.300 	0.910 	1.560 
6.500 	1.010 	1.650 
6.700 	1.060 	1.700 
6.900 	1.100 	1.730 
7.100 	1.150 	1.790 
7.300 	1.130 	1.760 
7.500 	1.200 	1.850 
7.700 	1.230 	1.900 
7.900 	1.280 	1.940 
8.100 	1.350 	2.000 
8.300 	1.290 	1.910 
8.500 	1.300 	1.950 
8.700 	1.350 	1.970 
8.900 	1.320 	1.960 
9.100 	1.350 	2.000 
9.300 	1.370 	2.000 
9.500 	1.450 	2.050 
9.700 	1.500 	2.150 
9.900 	1.550 	2.200 
10.100 	1.550 	2.170 
10.300 	1.600 	2.250 
10.500 	1.640 	2.250 
10.700 	1.680 	2.300 
10.900 	1.700 	2.350 
11.100 	1.750 	2.430 
11.300 	1.830 	2.500 
11.500 	1.900 	2.650 
11.700 	1.900 	2.600 
11.900 	2.000 	2.700 
12.100 	2.050 	2.750 
12.300 	2.150 	2.950 
12.500 	2.170 	2.970 
12.700 	2.250 	3.050 
12.900 	2.300 	3.100 
