3.6 	1.85 	2.70 
3.8 	1.90 	2.70 
4.0 	1.90 	4.10 
4.2 	8.00 	15.00 
4.4 	12.00 	32.50 
4.6 	15.50 	34.00 
4.8 	15.00 	31.00 
5.0 	16.50 	33.00 
5.2 	14.50 	28.50 
5.4 	16.00 	33.50 
5.6 	17.50 	31.00 
5.8 	17.00 	32.00 
6.0 	18.50 	31.50 
6.2 	18.00 	34.00 
6.4 	18.50 	31.50 
6.6 	19.00 	31.50 
6.8 	20.00 	35.00 
7.0 	20.50 	36.00 
7.2 	21.50 	34.50 
7.4 	22.00 	36.00 
7.6 	22.50 	39.50 
7.8 	24.00 	42.50 
8.0 	22.50 	35.00 
8.2 	21.50 	38.00 
8.4 	21.50 	35.50 
8.6 	19.50 	27.50 
8.8 	19.50 	28.00 
9.0 	19.00 	29.50 
9.2 	18.50 	27.00 
9.4 	19.00 	27.50 
9.6 	18.00 	25.50 
9.8 	19.50 	31.00 
10.0 	18.50 	27.50 
10.2 	21.00 	36.00 
10.4 	21.500 	36.500 
10.6 	22.500 	34.500 
