2.8 	16.500 	40.000 
3.0 	18.500 	40.000 
3.2 	27.000 	42.000 
3.4 	24.500 	42.000 
3.6 	24.500 	43.000 
3.8 	25.500 	42.000 
4.0 	23.000 	40.000 
4.2 	24.000 	42.000 
4.4 	25.000 	41.000 
4.6 	24.500 	42.500 
4.8 	24.500 	38.000 
5.0 	23.500 	37.500 
5.2 	25.000 	40.000 
5.4 	22.500 	35.500 
5.6 	18.000 	29.000 
5.8 	15.000 	22.500 
6.0 	14.000 	23.500 
6.2 	14.500 	24.500 
6.4 	15.500 	25.500 
6.6 	14.500 	24.500 
6.8 	14.500 	24.500 
7.0 	15.500 	24.000 
7.2 	15.500 	23.000 
7.4 	16.000 	25.000 
7.6 	17.000 	27.000 
7.8 	17.500 	26.000 
8.0 	16.500 	25.000 
8.2 	18.500 	26.500 
8.4 	16.500 	26.000 
8.6 	18.500 	27.000 
8.8 	18.500 	28.000 
9.0 	18.500 	29.000 
9.2 	20.000 	30.500 
9.4 	21.500 	31.000 
9.6 	21.000 	31.000 
9.8 	21.000 	30.500 
10.0 	20.000 	28.000 
10.2 	18.500 	28.500 
10.4 	15.500 	31.000 
